Customer ID,Total_Revenue,Purchase_Frequency,CLV_Segment
18016,1954.56,7,Low Value
18017,688.0,4,Low Value
18018,297.99,4,Low Value
18019,38.45,1,Low Value
18020,190.48000000000002,1,Low Value
18021,216.41,2,Low Value
18022,1507.25,5,Low Value
18024,389.78,2,Low Value
18025,1177.72,6,Low Value
18026,2074.07,2,Low Value
18027,115.31,1,Low Value
18028,192.05,1,Low Value
18029,433.77,1,Low Value
18030,230.64999999999998,2,Low Value
18031,451.3,1,Low Value
18032,73.5,1,Low Value
18033,93.82000000000001,1,Low Value
18034,754.2,3,Low Value
18035,1260.23,5,Low Value
18036,1545.49,11,Low Value
18037,167.42,15,Low Value
18038,141.48,1,Low Value
18039,548.22,4,Low Value
18040,357.20000000000005,2,Low Value
18041,8018.7699999999995,38,High Value
18042,281.15,2,Low Value
18043,529.29,3,Low Value
18044,3505.61,18,Medium Value
18045,178.34,1,Low Value
18046,189.63,1,Low Value
18047,326.09,2,Low Value
18048,394.93,3,Low Value
18049,500.92,2,Low Value
18050,412.06,2,Low Value
18051,2282.28,7,Medium Value
18052,10877.18,1,High Value
18053,571.07,3,Low Value
18054,176.5,1,Low Value
18055,10142.64,14,High Value
18056,554.6,2,Low Value
18057,1188.46,3,Low Value
18058,774.06,3,Low Value
18059,306.46,3,Low Value
18060,1185.46,2,Low Value
18061,6083.81,28,High Value
18062,1632.67,6,Low Value
18063,186.60000000000002,2,Low Value
18064,4481.83,11,Medium Value
18065,5866.63,29,High Value
18066,1440.4,3,Low Value
18067,396.33,1,Low Value
18068,101.69999999999999,1,Low Value
18069,4464.92,11,Medium Value
18070,314.1,1,Low Value
18071,1169.68,6,Low Value
18072,247.44,1,Low Value
18073,3859.82,12,Medium Value
18074,1019.44,2,Low Value
18075,5783.29,20,High Value
18076,151.49,1,Low Value
18077,4078.79,18,Medium Value
18078,725.53,4,Low Value
18079,4203.93,5,Medium Value
18080,1231.5,2,Low Value
18081,343.45,3,Low Value
18082,680.84,1,Low Value
18083,463.53,1,Low Value
18084,795.2299999999999,3,Low Value
18085,1341.8500000000001,4,Low Value
18086,101.34,1,Low Value
18087,14761.519999999999,17,High Value
18088,166.03,1,Low Value
18089,428.45,1,Low Value
18090,321.9,1,Low Value
18091,360.85,1,Low Value
18092,14693.72,18,High Value
18093,4452.71,8,Medium Value
18094,6391.52,13,High Value
18095,2303.09,5,Medium Value
18096,1657.87,6,Low Value
18097,4627.92,11,Medium Value
18098,527.94,1,Low Value
18099,168.31,1,Low Value
18100,451.56,1,Low Value
18101,622.01,5,Low Value
18102,580987.04,145,High Value
18103,105.8,1,Low Value
18104,754.64,1,Low Value
18105,113.48000000000002,1,Low Value
18106,1441.06,6,Low Value
18107,165.88,1,Low Value
18108,848.8100000000001,3,Low Value
18109,9555.71,38,High Value
18110,392.28000000000003,2,Low Value
18111,405.85,1,Low Value
18112,773.36,4,Low Value
18113,76.32000000000001,1,Low Value
18114,220.1,1,Low Value
18115,9.700000000000001,1,Low Value
18116,2134.4900000000002,13,Low Value
18117,315.65,1,Low Value
18118,6221.02,29,High Value
18119,180.7,1,Low Value
18120,111.15,1,Low Value
18121,653.3,2,Low Value
18122,1793.06,6,Low Value
18123,666.64,3,Low Value
18124,102.65,1,Low Value
18125,1131.75,4,Low Value
18126,200.92000000000002,1,Low Value
18127,556.13,4,Low Value
18128,399.29,1,Low Value
18129,112.55000000000001,1,Low Value
18130,1059.39,3,Low Value
18131,222.95999999999998,1,Low Value
18132,220.13,1,Low Value
18133,931.4999999999999,1,Low Value
18134,445.0,2,Low Value
18135,1249.6200000000001,10,Low Value
18136,1631.3600000000001,5,Low Value
18137,145.99,2,Low Value
18138,152.65,1,Low Value
18139,8438.34,6,High Value
18140,536.41,1,Low Value
18141,882.47,2,Low Value
18142,1019.52,2,Low Value
18143,1000.16,2,Low Value
18144,4892.95,19,Medium Value
18145,5609.74,11,High Value
18146,160.35000000000002,2,Low Value
18147,179.33999999999997,2,Low Value
18148,112.85000000000001,1,Low Value
18149,1553.96,7,Low Value
18150,566.58,3,Low Value
18151,1879.44,6,Low Value
18152,426.69,1,Low Value
18153,246.22,1,Low Value
18154,932.6,5,Low Value
18155,371.62,3,Low Value
18156,675.64,2,Low Value
18157,213.9,1,Low Value
18158,453.4,2,Low Value
18159,530.15,1,Low Value
18160,1003.88,3,Low Value
18161,1803.1000000000001,6,Low Value
18162,371.51,1,Low Value
18163,728.84,1,Low Value
18164,399.65000000000003,1,Low Value
18165,302.46000000000004,1,Low Value
18166,175.5,1,Low Value
18167,1384.8600000000001,3,Low Value
18168,3435.5,16,Medium Value
18169,202.65,1,Low Value
18170,2878.0,9,Medium Value
18171,2437.31,9,Medium Value
18172,17467.24,52,High Value
18173,2696.36,5,Medium Value
18174,162.5,2,Low Value
18175,176.1,1,Low Value
18176,476.35,1,Low Value
18177,2216.32,9,Low Value
18178,6103.74,11,High Value
18179,2547.55,8,Medium Value
18180,1843.75,6,Low Value
18181,1188.34,5,Low Value
18182,291.13,1,Low Value
18183,632.07,2,Low Value
18184,49.8,1,Low Value
18185,304.25,1,Low Value
18186,329.58,1,Low Value
18187,724.89,1,Low Value
18188,3280.59,6,Medium Value
18189,1403.73,3,Low Value
18190,745.62,5,Low Value
18191,529.4,2,Low Value
18192,957.97,1,Low Value
18193,1207.35,3,Low Value
18194,4162.04,6,Medium Value
18195,101.16,1,Low Value
18196,1457.19,4,Low Value
18197,230.1,1,Low Value
18198,5425.56,17,Medium Value
18199,344.75,1,Low Value
18200,150.35,1,Low Value
18201,447.53000000000003,1,Low Value
18202,1396.99,3,Low Value
18203,492.52,4,Low Value
18204,1975.35,3,Low Value
18205,517.36,2,Low Value
18206,314.65999999999997,1,Low Value
18207,544.47,1,Low Value
18208,360.08,1,Low Value
18209,139.10000000000002,1,Low Value
18210,2768.83,7,Medium Value
18211,600.07,5,Low Value
18212,514.37,2,Low Value
18213,232.48000000000002,1,Low Value
18214,1780.34,4,Low Value
18215,2232.4900000000002,5,Low Value
18216,481.75,1,Low Value
18217,945.04,4,Low Value
18218,1121.84,4,Low Value
18219,3352.7000000000003,17,Medium Value
18220,1921.76,6,Low Value
18221,1424.94,6,Low Value
18222,443.0,1,Low Value
18223,14000.85,26,High Value
18224,158.95000000000002,1,Low Value
18225,13014.8,26,High Value
18226,11878.88,26,High Value
18227,388.75,2,Low Value
18228,779.9,2,Low Value
18229,10150.51,28,High Value
18230,4291.06,9,Medium Value
18231,6854.17,28,High Value
18232,592.97,4,Low Value
18233,440.0,1,Low Value
18234,179.6,1,Low Value
18235,1796.48,3,Low Value
18236,1795.3500000000001,12,Low Value
18237,987.1,5,Low Value
18238,270.92,1,Low Value
18239,1712.26,6,Low Value
18240,422.58,1,Low Value
18241,2986.9900000000002,21,Medium Value
18242,3605.21,8,Medium Value
18243,515.78,1,Low Value
18244,568.64,2,Low Value
18245,6324.9800000000005,20,High Value
18246,758.8199999999999,3,Low Value
18247,839.73,3,Low Value
18248,804.02,2,Low Value
18249,95.34,1,Low Value
18250,349.27,1,Low Value
18251,26278.86,9,High Value
18252,1533.69,7,Low Value
18253,317.88,1,Low Value
18254,267.9,1,Low Value
18255,303.15,2,Low Value
18256,110.7,1,Low Value
18257,4600.15,12,Medium Value
18258,2059.67,6,Low Value
18259,3941.9,7,Medium Value
18260,9947.26,23,High Value
18261,324.24,2,Low Value
18262,577.54,3,Low Value
18263,1213.1599999999999,3,Low Value
18264,603.25,1,Low Value
18265,801.51,2,Low Value
18266,251.1,1,Low Value
18267,269.37,1,Low Value
18268,1490.23,6,Low Value
18269,168.6,1,Low Value
18270,444.55,3,Low Value
18271,680.85,2,Low Value
18272,4385.9800000000005,9,Medium Value
18273,357.0,4,Low Value
18274,175.92,1,Low Value
18275,741.85,2,Low Value
18276,1656.52,6,Low Value
18277,1180.05,5,Low Value
18278,414.20000000000005,2,Low Value
18279,231.33999999999997,1,Low Value
18280,488.15000000000003,2,Low Value
18281,201.14,2,Low Value
18282,178.05,2,Low Value
18283,2664.9,22,Medium Value
18284,461.68,1,Low Value
18285,427.0,1,Low Value
18286,1296.43,2,Low Value
18287,4182.99,7,Medium Value
